KB,Read Time (ns),Read Time / Number (ns)
1,2050,2050
2,2302,1151
3,2070,690
4,3149,787
5,3676,735
6,4025,670
7,3580,511
8,6943,867
9,5616,624
10,5429,542
11,5072,461
12,5496,458
13,7192,553
14,7043,503
15,7454,496
16,6685,417
17,8203,482
18,8059,447
19,8734,459
20,8595,429
21,10109,481
22,11019,500
23,10090,438
24,10308,429
25,12287,491
26,11037,424
27,12418,459
28,11953,426
29,14171,488
30,13501,450
31,13104,422
32,13801,431
33,14232,431
34,13475,396
35,14976,427
36,14603,405
37,24867,672
38,17108,450
39,16707,428
40,25800,645
41,19117,466
42,18291,435
43,19289,448
44,18487,420
45,20142,447
46,21120,459
47,19330,411
48,18835,392
49,20503,418
50,29298,585
51,22295,437
52,21788,419
53,21497,405
54,21349,395
55,24577,446
56,22437,400
57,23948,420
58,33790,582
59,26142,443
60,24605,410
61,24639,403
62,27527,443
63,36322,576
64,28439,444
65,29514,454
66,28459,431
67,29953,447
68,26800,394
69,30599,443
70,40808,582
71,31879,449
72,29054,403
73,31950,437
74,34773,469
75,31436,419
76,39584,520
77,34275,445
78,30417,389
79,34315,434
80,43604,545
81,34711,428
82,37864,461
83,38575,464
84,40290,479
85,34986,411
86,36577,425
87,44079,506
88,36715,417
89,47871,537
90,39187,435
91,50712,557
92,38030,413
93,42314,454
94,48620,517
95,39019,410
96,39648,413
97,52780,544
98,44587,454
99,41011,414
100,52846,528
101,43366,429
102,42059,412
103,44796,434
104,44083,423
105,46479,442
106,44615,420
107,47809,446
108,46861,433
109,46938,430
110,53710,488
111,47566,428
112,54084,482
113,47549,420
114,49235,431
115,46783,406
116,46838,403
117,56463,482
118,63195,535
119,49750,418
120,48984,408
121,49798,411
122,57527,471
123,53104,431
124,55979,451
125,50175,401
126,46495,369
127,61749,486
128,56858,444
129,54724,424
130,54378,418
131,63914,487
132,55776,422
133,65620,493
134,54653,407
135,59689,442
136,68398,502
137,62095,453
138,73138,529
139,65374,470
140,62453,446
141,83908,595
142,61031,429
143,62575,437
144,63856,443
145,62549,431
146,58728,402
147,64995,442
148,60526,408
149,60231,404
150,76098,507
151,69324,459
152,70226,462
153,68515,447
154,81096,526
155,65037,419
156,64940,416
157,66051,420
158,67095,424
159,71942,452
160,68791,429
161,72182,448
